Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
157,0x101c55c14bbde713d4c718b67256133bac8126c6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
158,0x1036bc312f0279b5889bce88d09a100d411c0abb,1,3214.05,142.74,22424.6,6,22,0,21,6,0.001662,5,0.978455,0.05696,8.808068,3.587186,0,0,0,28,21.5231151,21.5260131,0,0.002898,1,2.101513196,0,0,0,1,0,1,0,0,0,0,2.101513,2.101513,2.101513,0,0,0,0,0,0,0,1, ,Livepeer Token
159,0x1038945a8acf315ffc97d54d3b4b72f3ed2fe2bb,1,3754.31,9279.18,157959.3,5,15,0,15,5,0.00366,1,0.499165,0.1,4.353818,1.496764,0,0,0,20,7.48381845,7.48747245,0,0.003654,,,,,,,,,,,,,,,,,,,,,,,,,
160,0x1056d8d9ebb0e0d8710a0e2a1852d4a09d56464a,1,0,136.49,3534.2,1,3,0,3,1,0.5,1,0.776979,2.320937,2.320937,2.320937,0,0,0,4,2.3209365,2.3309365,0,0.01,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
161,0x1086feeb031e45e8fcd770662aa8302d7c23ba1f,1,533.39,602.95,171032.73,263,51,0,43,60,0.006697,100.140366,4.283776,0,50,1.26403,0,0,0,314,332.44,218.4725976,0,-113.9674024,115,164367.1612,163875.9677,0,6,43,0,50,0,0,0,0,0,37210.28,2282.87724,0,37210.28,3811.069017,0,0,0,27,49,MCAP,MCAP
162,0x10c44ab858b90e09c725158906f71833ff417acc,1,0,6.77,25720.32,1,4,0,4,1,0.040381,0.132048,0.076312,0.304199,0.304199,0.304199,0,0,0,5,0.30419875,0.30524875,0,0.00105,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
163,0x11608c87d514d55e28eb94984bdbacd3fd38b182,1,8338.44,939.88,22316.15,2,6,0,5,2,0.438257,2.410442,0.857926,0.101637,5.044198,2.572918,0,0,0,8,5.145835175,5.147557175,0,0.001722,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
164,0x1161acf9a61b8cd951f5364e897c586883a1fe76,1,1545.2,109.99,3750.33,2,6,0,5,2,0.5,7.00042,1.78215,3.691177,7,5.345588,0,0,0,8,10.69117651,10.69289851,0,0.001722,,,,,,,,,,,,,,,,,,,,,,,,,
165,0x1164b5b85af48f92f35a7b3043300a91ae8d0b48,1,4965.17,1267.15,14998.92,2,4,0,4,2,0.5,0.6,0.525,0.5,1.595,1.0475,0,0,0,6,2.095,2.1,0,0.005,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
166,0x116574a18659f0063150e0064e4ea00349a1492c,1,0,40086.67,200433.37,0,5,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
167,0x117262defa4ece46a009e5e883d7c6f9d2d69b89,1,982.61,120999.23,608926.62,4,5,0,5,2,0.011,0.23,0.056,0.010517,0.229832,0.069596,0,0,0,9,0.278383,0.28,0,0.001617,,,,,,,,,,,,,,,,,,,,,,,,,
168,0x11775a106157a283873a81e8ec58394b8d568e06,1,9762.12,2011.82,51713.37,2,16,0,11,2,0.0132,7,1.293834,8.942531,11.755679,10.349105,0,0,0,18,20.69821044,20.70133944,0,0.003129,2,13.37,0,0,0,2,0,2,0,0,0,0,0,13.37,6.685,0,0,0,0,0,0,0,2, ,GSENetwork
169,0x1177d4f07c6ef70f51cf23493c66e713f7acccda,1,0,1.38,362838.75,1,2,0,1,1,0.499597,0.6,0.549798,1.098736,1.098736,1.098736,0,0,0,3,1.0987358,1.0995968,0,0.000861,2,100.337,0,0,0,2,0,2,0,0,0,0,1.337,99,50.1685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
170,0x118db57c34621acd0a91f02c8c18cd1a3ad7c213,1,0,100.96,874.77,1,8,0,7,1,0.009989,1.502304,0.710859,5.686013,5.686013,5.686013,0,0,0,9,5.686013247,5.686874247,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
171,0x119240ef17333e8dcb19a0dd4f5fc848981b0ff4,1,1326.29,1249.57,31392.68,2,23,0,23,2,0.02,22.725938,1.898926,21.02,22.630111,21.825056,0,0,0,25,43.65011109,43.67529409,0,0.025183,1,800,0,0,0,1,0,1,0,0,0,0,800,800,800,0,0,0,0,0,0,0,1, ,NucleusVision
172,0x11c058c3efbf53939fb6872b09a2b5cf2410a1e2c3f3c867664e43a626d878c0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
173,0x122c7f492c51c247e293b0f996fa63de61474959,1,303.96,269.18,10515.27,28,8,0,7,25,0.1,10.426756,2.96936,0.01,11,0.846656,0,0,0,36,23.70636064,23.75488264,0,0.048522,1,0.010556276,0,0,0,1,0,1,0,0,0,0,0.010556,0.010556,0.010556,0,0,0,0,0,0,0,1, ,OmiseGO
174,0x124c0c9a23e1c4c04b10cc1eda4934f9818c7ec6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
175,0x12736c6b02381c3c50e41db3a69d7bb651a77d57,1,0,26091.16,156546.98,0,6,1,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
176,0x12923d0c9f066722e9a9dba57eabdad664ff9c5b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
177,0x12a1ccf979d65333e8e27ede047b476736b584a6,1,832.46,2929.85,78078.7,41,15,0,10,28,0.09224,16.855948,2.159841,0,13.455752,0.73805,0,0,0,56,30.26006516,32.39761455,0,2.137549388,29,2443236.048,2442835.058,0,7,6,0,13,0,0,0,0,0,1704864.397,135735.336,0,2070864.397,222075.9143,0,0,0,11,13,Brickblock,KickCoin
178,0x13369b4654cb11d0d3b31abff0a2d74a78485ac6,1,2256.87,144.31,13304.63,5,14,0,14,4,0.132979,1.147924,0.460828,0.0153,3.33085,1.36923,0,0,0,19,6.846149695,6.4515906,0,-0.394559095,1,2.271665235,0,0,0,1,0,1,0,0,0,0,2.271665,2.271665,2.271665,0,0,0,0,0,0,0,1, ,Livepeer Token
179,0x13403162ef6cf6219441667ae22892c997262611,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
180,0x135a24a24e524de187efab379fc655061a67cbd5,1,0,0,4955.05,1,1,0,1,1,1,1,1,0.999139,0.999139,0.999139,0,0,0,2,0.999139,1,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
181,0x1363077895b20ae90f80794ce4e575559517d033,1,196.59,92.89,6349.12,3,62,0,41,2,0.064,5,0.732913,0.064,39.060048,15.145998,0,0,0,65,45.43799298,45.44057598,0,0.002583,,,,,,,,,,,,,,,,,,,,,,,,,
182,0x13afabf464f7d3e6c7cf0e685181d9da3935e01e,1,0,494.21,58316.73,0,118,1,10,0,0,1.010469,0.033247,0,0,0,0,0,0,119,0,3.923124188,0,3.923124188,1,0,100,0,1,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,1,0,blockwell.ai KYC Casper Token, 
183,0x13b56f970b8982b1b4a76982876086ecad4756da,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
184,0x14258a5ddcad7001e8ac89b539df7e0f08a34500,1,1353.66,116.58,4877.05,3,7,0,7,2,0.001502,1.994,0.590627,0.313377,3,1.377009,0,0,0,10,4.13102561,4.13438561,0,0.00336,,,,,,,,,,,,,,,,,,,,,,,,,
185,0x143494359bbacc878308075c1c9fa05fcda96651,1,0,0,672.07,1,1,0,1,1,3.45,3.45,3.45,3.449559,3.449559,3.449559,0,0,0,2,3.449559,3.45,0,0.000441,,,,,,,,,,,,,,,,,,,,,,,,,
186,0x1447b1cb205158d98fdbd312b37ed9dd1481fb62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
187,0x1494403137159bb0dc545d11963fdf797ea1ecab,1,0,19.35,25707.98,1,4,0,4,1,0.1,0.494056,0.235847,0.943179,0.943179,0.943179,0,0,0,5,0.94317922,0.94338922,0,0.00021,1,7.77E-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,INS Promo
188,0x14a11e2ef83895918da176165e33025e02e472de,1,0,291.72,41638.07,1,3,0,3,1,0.5,1.381915,0.963972,2.889836,2.889836,2.889836,0,0,0,4,2.889836352,2.891915352,0,0.002079,2,113.37,0,0,0,2,0,2,0,0,0,0,13.37,100,56.685,0,0,0,0,0,0,0,2, ,blockwell.ai KYC Casper Token
189,0x14b7716c688875bcf54d5ff47cad4fca6b3834fa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
190,0x14d3cb89bfb1513cfae386d9d6ff447753fd04a5,1,0,414.74,38495.18,1,6,0,6,1,0.002,0.407611,0.196077,2.37546,2.37546,2.37546,0,0,0,7,2.37545966,1.17645966,0,-1.199,1,2.056688538,0,0,0,1,0,1,0,0,0,0,2.056689,2.056689,2.056689,0,0,0,0,0,0,0,1, ,Livepeer Token
191,0x14e9e1f1320ff0286c5e9b23fcfb70b711ce892e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
192,0x15577e328dd6e17b7721c9ca4d00610d3ce3762f,1,104811.16,516.86,317534.63,3,6,0,6,2,0,108.018,19.176333,20,50,38.351743,0,0,0,9,115.055228,115.058,0,0.002772,6,2064.993941,0,0,0,5,0,6,0,0,0,0,0,1113.055292,344.165657,0,0,0,0,0,0,0,6, ,XENON
193,0x155ea3c47d523ea150b2fb33ecaedc4928e0f2db,1,0,62.06,1179.08,0,19,0,15,0,0.01,29.995,4.466775,0,0,0,0,0,0,19,0,84.86871837,0,84.86871837,1,6.66E-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,WinETHFree
194,0x15847dcd428033c2cc2cb70edf2cbd6c84afc146,1,0,0,200.72,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
195,0x1597d86b81166cf78bb56ac4cab48ef81f203d23,1,0,2338.4,135240.23,1,4,0,4,1,0.1,0.5,0.296703,1.18,1.18,1.18,0,0,0,5,1.18,1.18681082,0,0.00681082,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
196,0x159ccffb293a06aafaec1b254a00522a2bc40639,1,0,0,0,0,1,0,1,0,0.001,0.001,0.001,0,0,0,0,0,0,1,0,0.001,0,0.001,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
197,0x15a99893dc47bfae5b06e9b4c8941aaca60f8af5,1,4824.6,13298.55,114738.7,10,5,0,5,3,0.1,11,2.313,0.1,3.2,1.155501,0,0,0,15,11.55500949,11.565,0,0.009990512,2,3.428231702,0,0,0,2,0,2,0,0,0,0,1.337,2.091232,1.714116,0,0,0,0,0,0,0,2, ,Livepeer Token
198,0x15b4e32d5026a5a9ad3b68becadceb00b4eb9729,1,9081.38,1517.85,36351.27,3,6,0,6,3,0.0001,2.5,0.552683,0.01885,3.774057,1.271172,0,0,0,9,3.813517,3.3161,0,-0.497417,3,3.492946417,0,0,0,3,0,3,0,0,0,0,0,2.155946,1.164315,0,0,0,0,0,0,0,3, ,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
199,0x15d16a2073735251e663d96e3647f68e571bcbd3,1,0,1060.76,7936.62,1,7,0,6,1,0.5,1.493095,0.802857,5.61914,5.61914,5.61914,0,0,0,8,5.61914008,5.62000108,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
200,0x15f4a5d5bbc071fc20bd60b9b7d81aaa8a1142ab,1,2894.21,31034.06,76539.17,5,2,0,2,3,0.1,0.8,0.45,0.02355,0.4,0.179517,0,0,0,7,0.897584,0.9,0,0.002416,,,,,,,,,,,,,,,,,,,,,,,,,
201,0x16112015d50fac2d084e096feea0863800517f94,1,0,0,377.03,1,1,0,1,1,0.5,0.5,0.5,0.499559,0.499559,0.499559,0,0,0,2,0.499559,0.5,0,0.000441,1,15,0,0,0,1,0,1,0,0,0,0,15,15,15,0,0,0,0,0,0,0,1, ,Lino
202,0x166ee9bd9119cd8e4e9a7fb27518fce3218f6caf,1,0,0,0,0,1,0,1,0,2,2,2,0,0,0,0,0,0,1,0,2,0,2,1,99,0,0,0,1,0,1,0,0,0,0,99,99,99,0,0,0,0,0,0,0,1, ,ERC20
203,0x16881a3b5bd0f6b2f8c547dcf9bd74442eaddcf9,1,0,500.43,51700.85,1,11,0,11,1,0.024338,2.872788,0.553008,6.08,6.08,6.08,0,0,0,12,6.08,6.08308935,0,0.00308935,,,,,,,,,,,,,,,,,,,,,,,,,
204,0x1691b2f9986598e12c57aba5be50ebd5346247e0,1,22681.69,191.99,46899.28,2,8,0,8,2,0.5,4,1.313578,0.507759,9.999139,5.253449,0,0,0,10,10.506898,10.50862,0,0.001722,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
205,0x169b6c7ed548e45ba9d87b2d32ff27e2d00051ef,1,8563.19,9402.73,611848.42,44,25,0,15,25,0.005481,3.1453,0.987036,0,2.3,0.351552,0,0,0,69,15.46828092,24.67589698,0,9.207616059,64,274249.3754,267085.1593,0,9,22,0,25,0,0,0,0,0,240000,5274.026449,0,240000,22257.09661,0,0,0,9,25,Fair Token,Pundi X Token
206,0x16b9c4333559256ca7d87b28c6fb2e8415b4711f,1,0,29.96,45854.9,1,5,0,5,1,0.11,2,0.786308,3.930678,3.930678,3.930678,0,0,0,6,3.930678,3.931539,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
207,0x16c26eb6051fe13273c634cb6df70a26befa9ec3,1,754.55,310.7,24145.55,18,34,0,25,15,0.00001,5.08,1.02946,0.001502,18,1.943985,0,0,0,52,34.99172316,35.00165616,0,0.009933,1,3,0,0,0,1,0,1,0,0,0,0,3,3,3,0,0,0,0,0,0,0,1, ,OCoin
208,0x1707bc69d91f86a6000d318e85d07b00747152fe,1,0,0,1330.48,1,1,0,1,1,0.647108,0.647108,0.647108,0.646247,0.646247,0.646247,0,0,0,2,0.6462472,0.6471082,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
209,0x1708a04876fec1ca8a482e72afb340c362d3ec20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
210,0x1754cebea65afe5cfe90ee7d393adce1568d2ba4,1,0,461.94,268014.63,1,10,0,9,1,0.000593,2.173922,0.719692,7.196055,7.196055,7.196055,0,0,0,11,7.196055187,7.196916187,0,0.000861,4,112.37,0,0,0,4,0,4,0,0,0,0,0,99,28.0925,0,0,0,0,0,0,0,4, ,GSENetwork
211,0x175e0d5f3757b066a6f0cf7634b45f3085cb490b,1,0,9185.18,18370.37,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,991,0,0,0,1,0,1,0,0,0,0,991,991,991,0,0,0,0,0,0,0,1, ,PILLAR
212,0x175f6dbf87215a6da7107977b4680bc3db31b2de,1,1698.96,79.34,34852,20,11,0,9,5,0.088826,8.8,1.188789,0,4.35,0.6525,0,0,0,31,13.05,13.07668287,0,0.026682869,,,,,,,,,,,,,,,,,,,,,,,,,
213,0x17897c5c38362d8f620e70fee0adba109af5db2d,1,5395.92,485.5,58217.83,8,31,0,31,5,0.00005,5,1.035253,0.1556,23.871817,4.077177,0,0,0,39,32.61741706,32.0928303,0,-0.52458676,2,1500,0,0,0,2,0,2,0,0,0,0,0,1500,750,0,0,0,0,0,0,0,2, ,Free BOB Tokens - BobsRepair.com
214,0x17935dffbc228397d2f5a67061867804cecacae8,1,4016.93,488.3,29961.15,6,12,0,9,6,0.07,10,2.641091,0.07,10.01,5.281321,0,0,0,18,31.68792864,31.69309464,0,0.005166,2,1500,0,0,0,2,0,2,0,0,0,0,0,1500,750,0,0,0,0,0,0,0,2, ,Free BOB Tokens - BobsRepair.com
215,0x17980b9ff9b318c93263ed52d19f3ca7ad24ed9a,1,0,74.46,79027.65,1,5,0,4,1,0.038829,0.55282,0.243988,1.219079,1.219079,1.219079,0,0,0,6,1.21907912,1.21994012,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
216,0x17bd6f815fb71a77dc20e12177c4d763a3f67632,1,0,0,19.77,1,1,0,1,1,1,1,1,0.999559,0.999559,0.999559,0,0,0,2,0.999559,1,0,0.000441,,,,,,,,,,,,,,,,,,,,,,,,,
217,0x181c71726f12ce2514e8b93019eb22645a79f966,1,1876.78,3380.07,182850.78,47,28,0,16,18,0.0005,15,1.146477,0.0003,9,0.682527,0,0,0,75,32.07875045,32.10136745,0,0.022617,4,1003.437344,0,0,0,4,0,4,0,0,0,0,0,1000,250.859336,0,0,0,0,0,0,0,4, ,Livepeer Token
218,0x18341b373c795736c09bef6bef09bcecba4d27ff,1,0,679.5,4439.58,1,5,0,4,1,0.54,1.014527,0.85087,4.253348,4.253348,4.253348,0,0,0,6,4.25334791,4.25434791,0,0.001,1,300,0,0,0,1,0,1,0,0,0,0,300,300,300,0,0,0,0,0,0,0,1, ,shellchains.com
219,0x18345118bd04c405b4d74941563a21b5a2bf06b7,1,34.78,929.23,3995.18,8,4,0,3,3,0.01,10000,3750.0015,10,5000,700,0,0,0,12,5600,15000.006,0,9400.006,47,39092.68822,0,0,0,39,0,45,0,0,0,0,0,20180.614,831.759324,0,0,0,0,0,0,0,44, ,OPEN Chain
220,0x18365a89e092ccc31d2a49ab5cb697564ec81bcf,1,2112.57,654.22,23851.75,2,30,0,21,2,0.042,0.2791,0.074467,0.605639,2.190799,1.398219,0,0,0,32,2.796438,2.23402,0,-0.562418,1,6.66E-16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,WinETHFree
221,0x1847b35a3444edbede05b52a378d45e13eea54c4,1,995.25,0,3981.02,4,1,0,1,2,0.004,0.004,0.004,0,0.003517,0.000879,0,0,0,5,0.003517,0.004,0,0.000483,,,,,,,,,,,,,,,,,,,,,,,,,
222,0x18502a1f6ccd21ae49d932783d2814cca62591d9,1,0,0,0,0,1,0,1,0,0.13,0.13,0.13,0,0,0,0,0,0,1,0,0.13,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,
223,0x186006fa03374f548c35a7c2a712b35e40833f7e,1,279.4,277.57,7777.43,3,25,0,16,2,0.49,5,1.201982,2.768218,21.428647,10.015654,0,0,0,28,30.04696184,30.04954484,0,0.002583,,,,,,,,,,,,,,,,,,,,,,,,,
224,0x1865bf39ec9712f5f3d57cf423495c318939ab3e,1,0,772.64,37325.87,1,18,0,17,1,0.122,10,1.785601,32.14,32.14,32.14,0,0,0,19,32.14,32.14082037,0,0.00082037,2,450000,0,0,0,2,0,2,0,0,0,0,0,450000,225000,0,0,0,0,0,0,0,2, ,DIGIBYTE
225,0x1890d4a49faf31088e5ede045e3a985c82b21f11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
226,0x18b139f86407b1a834da4258f01121ae9f8d06f5,1,0,30.72,2143.95,1,20,0,20,1,0.058334,1.401976,0.528537,10.569697,10.569697,10.569697,0,0,0,21,10.56969679,10.57074679,0,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,
227,0x18bff0b35d63b6e19775d3fbbb5a9fa9d7288a74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
228,0x18e81898ac31a43850fb8d0224477349de6d8d9a,1,0,9078.7,18157.4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
229,0x18ec1d727320cbed7c0c63cd655ade997b292c5e,1,8.85,3356.64,84137.1,25,25,0,7,8,0.023426,3.08,0.779333,0.022586,3.07916,0.778493,0,0,0,50,19.46232577,19.48332577,0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,
230,0x18f3489d959fd0e3fac366646e08f9aeabea4d75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
231,0x1901d590f5ddbe8d58c69b324c13f884ca1d0b31,1,0,0,1393.27,1,1,0,1,1,0.5,0.5,0.5,0.499,0.499,0.499,0,0,0,2,0.499,0.5,0,0.001,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
232,0x196333b00abf440c044b7164868cd5a4682e0276,1,249.86,0,499.72,2,1,0,1,1,2,2,2,0.98,1.019,0.9995,0,0,0,3,1.999,2,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,
233,0x197f986c640aedfd3ce94553c61ece11937bc2bb,1,511.66,1161.51,13385.38,8,8,0,8,8,0.008566,3.12416,1.109494,0.01722,6,1.106965,0,0,0,16,8.855723894,8.875952894,0,0.020229,2,365,0,0,0,1,0,2,0,0,0,0,0,365,182.5,0,0,0,0,0,0,0,2, ,Bulleon Promo Token
234,0x1982b0e96a0375e5b570e8e466d423a37af34b43,1,0,29115.98,174695.9,0,6,1,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
235,0x199eee5b6ca1aaf030c77f0b5c50e39908fd2072,1,1504,332.21,3672.42,2,2,0,2,2,1,10,5.5,5,5.989,5.4945,0,0,0,4,10.989,11,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,
236,0x19b619237de51af8e1cbd989cd4e01e7299df4de,1,0,0,12145.23,1,1,0,1,1,1.097322,1.097322,1.097322,1.096461,1.096461,1.096461,0,0,0,2,1.09646114,1.09732214,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
