Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
237,0x19bfd8a539ca899983b30e1d1c3370ac03d6b7ab,1,414.83,202.59,7119.55,3,29,0,22,1,0.1,5,1.227252,2.5,26.136871,11.862574,0,0,0,32,35.58772126,35.59030426,0,0.002583,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
238,0x19fb7020381fe9197bf841d5034d5467fe5a3c93,1,0,2747.18,189555.62,0,69,1,6,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
239,0x1a11585b374d5827f44e117e07941a8728a5f342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
240,0x1a2c53d132ff8a6e26f6b32c0abdc179b94f0721,1,0,35009.53,175047.65,0,5,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
241,0x1a64baf4d961b87b6a99d1ee99361248dc1f7dbb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
242,0x1a8479634ba4f57533b48719f9d2b20c5fcdfa9d,1,107.2,28.66,271.72,2,2,0,2,2,1,1,1,0.008149,1.991536,0.999842,0,0,0,4,1.999685,2,0,0.000315,,,,,,,,,,,,,,,,,,,,,,,,,
243,0x1abc65765fd0df7d997635ebe3027384bcf7923e,1,0,24132.82,434390.75,0,18,1,9,0,0.010569,9.999629,0.944724,0,0,0,0,0,0,19,0,17.00502944,0,17.00502944,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
244,0x1ae807d7645da9f7f65a3c4a7a8deaa08bf9efa4,1,907.4,3009.54,15380.42,7,3,0,3,7,0.5,1.5,0.868592,0.14,1,0.371714,0,0,0,10,2.602,2.60577571,0,0.00377571,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
245,0x1aef1e14108786e0b049f37758529d866cc3c7e6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
246,0x1b150b01dd61d54847a1c538ab9fe6f1639cacbc,1,45496.59,1089.26,417094.15,9,7,0,7,8,0.006091,1.397568,0.516562,0.03124,1.04,0.395344,0,0,0,16,3.5581,3.615937475,0,0.057837475,,,,,,,,,,,,,,,,,,,,,,,,,
247,0x1b2f4abac29e739d8eb439a3f7fdef571f1d0e69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
248,0x1b42bf30cd988ad20500ce47cce52098576ec2a2,1,0,0,14723.23,1,1,0,1,1,2,2,2,1.999559,1.999559,1.999559,0,0,0,2,1.999559,2,0,0.000441,,,,,,,,,,,,,,,,,,,,,,,,,
249,0x1b6b664b91081b34ca8c7cdf22618e6a547d7947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
250,0x1b76d77499125f2b05779b78a8a642cecdc069ec,1,15754.37,116.72,65935.55,4,25,0,23,3,0.097853,14.010748,1.630177,0.3,25.931813,10.187745,0,0,0,29,40.75097855,40.75442255,0,0.003444,2,13.37,0,0,0,2,0,2,0,0,0,0,0,13.37,6.685,0,0,0,0,0,0,0,2, ,GSENetwork
251,0x1b7bdc46fb5d65c6d688bfadcfb7d3a434413956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
252,0x1b858871c8fdc0c782f60b350eecc58d82c216c1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
253,0x1b894efe9ca79bc139a68740a6b8018abdf73f7e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
254,0x1b8ee5cb5520ea3d12f64a8973c2a4f0cbcb1564,1,1844.76,363.75,18343.58,6,20,0,16,2,0,5.99,1.243781,3,6,4.145076,0,0,0,26,24.87045703,24.87562303,0,0.005166,2,2.674,0,0,0,2,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
255,0x1bacbc473428eda051501a65751e185b329217ea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
256,0x1bbeed1e4ad3c102a58129c65f4e04c4c67009af,1,19434.97,6699.47,313613.22,12,12,0,9,11,0.099,5.03,1.643699,0.002785,4.818079,1.642996,0,0,0,24,19.71595034,19.72439235,0,0.008442007,4,1517.37,0,0,0,4,0,4,0,0,0,0,0,1500,379.3425,0,0,0,0,0,0,0,4, ,Free BOB Tokens - BobsRepair.com
257,0x1c0dffa23f342a62ace37bd4eede6180c40ccbec,1,0,36574.23,182871.17,0,5,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
258,0x1c0e294310091654beac3d191089d3c376be123f,1,0,9769.62,19539.25,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
259,0x1c16b965c7960fea0bd7e8629885cbe162223f2e,1,1787.32,525.68,8305.77,2,9,0,7,2,0.05,2.495,0.804896,3.372342,3.87,3.621171,0,0,0,11,7.24234195,7.24406395,0,0.001722,1,1500,0,0,0,1,0,1,0,0,0,0,1500,1500,1500,0,0,0,0,0,0,0,1, ,Free BOB Tokens - BobsRepair.com
260,0x1c2fb401d3dc4fd8131ccfc4589f281d58921402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
261,0x1c39d6e0278d1a28ce21dbd73826559b010224e5,1,0,153.77,5303.88,1,15,0,15,1,0,1,0.407908,6.117766,6.117766,6.117766,0,0,0,16,6.117766,6.118627,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
262,0x1c40d1a1cac7c586b9509c565296f91c8441af9f,1,0,183.01,2990.05,1,7,0,6,1,0.001013,1.999832,0.656984,8.598025,8.598025,8.598025,0,0,0,8,8.59802451,4.59888551,0,-3.999139,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
263,0x1c50139c266559b29d7cb27635e0da13bef76a09,1,21858.69,256.14,47559.53,2,15,0,14,2,0.1,7,1.826433,12.9,14.49,13.695,0,0,0,17,27.39,27.39650235,0,0.006502353,2,973.8498197,0,0,0,2,0,2,0,0,0,0,1.337,972.51282,486.92491,0,0,0,0,0,0,0,2, ,XENON
264,0x1c6e3348a7ea72ffe6a384e51bd1f36ac1bcb4264f461889a318a3bb2251bf19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
265,0x1cbc864ea74e0f23f103df8623ba56a01b1eda59,1,828.66,380.77,13796.78,7,21,0,18,2,0.001997,10.946706,1.571955,1,6,4.714286,0,0,0,28,33,33.01104564,0,0.01104564,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,GSENetwork
266,0x1ccc9b2769741ab0e1620721df7cf8ff1d70716b,1,9385.23,503.02,19776.5,2,2,0,2,2,0.40601,0.482274,0.444142,0.44,0.44,0.44,0,0,0,4,0.88,0.88828353,0,0.00828353,1,2.1274528,0,0,0,1,0,1,0,0,0,0,2.127453,2.127453,2.127453,0,0,0,0,0,0,0,1, ,Livepeer Token
267,0x1ccd65d573057c388ea96cc8be30c18a6d21185d,1,0,25190.81,176335.7,0,7,1,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
268,0x1ccf09f238a9485de914022d47a99431b7ae9a2d,1,0,0,0,0,1,0,1,0,0.2,0.2,0.2,0,0,0,0,0,0,1,0,0.2,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
269,0x1ce4312fdd45c9184a5561314122b2244bd862c9,1,1717.37,518.42,32434.38,5,46,0,35,2,0.0001,23.142071,1.125946,0.789189,30,10.357838,0,0,0,51,51.78918916,51.79349416,0,0.004305,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
270,0x1cea7999fdafe5d156952ebf1816e8aa67a5485e,1,0,176.57,7416.1,1,17,0,16,1,0.092292,5,1.236723,21.024082,21.024082,21.024082,0,0,0,18,21.0240825,21.0242925,0,0.00021,,,,,,,,,,,,,,,,,,,,,,,,,
271,0x1d024825cd31b78bb07caa42251b7ba3a71db9ef,1,0,1001.76,47115.17,1,8,0,8,1,0.045,9,2.004672,16.03633,16.03633,16.03633,0,0,0,9,16.03633,16.03738,0,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,
272,0x1d138d1f0e8e5f67540b6054de7db08a610f85b4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
273,0x1d2ba50dfa3c78da0e56f62d3a9e80a4d20da363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
274,0x1d52e4636de8c16ffb25855be76630c7fb574e47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
275,0x1d60606d8a09b5015d773a80b0c660bb8d91809c,1,349.14,914.86,131398.73,151,86,0,53,87,0.09874,267,24.043615,0,640,13.691473,0,0,0,237,2067.412365,2067.750892,0,0.338526609,314,1857620.998,1849925.36,0,14,80,0,72,0,0,0,0,0,416520.4729,9288.104992,0,402020.0229,16227.41544,0,0,0,55,70,TenXPay,MobileGo
276,0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,1,1332.92,915.84,9493.82,3,6,0,6,3,0.176378,2.191435,0.790186,0.076153,4.111061,1.579512,0,0,0,9,4.73853473,4.74111773,0,0.002583,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
277,0x1d64ea27764164debb4e891eb04d524f42904b08,1,0,9188.47,18376.95,0,2,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
278,0x1d7821b0167c9eb24b49977d394fb5e4e2c9ab6f,1,0,15.54,71319.4,1,3,0,3,1,0.5,1.39,0.796667,2.389139,2.389139,2.389139,0,0,0,4,2.389139,2.39,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
279,0x1d7bc400d3c6d9d37ec54d0e729cbadd06dc0390,1,0,479.7,8267.32,1,6,0,6,1,0.034931,50,10.327781,61.965635,61.965635,61.965635,0,0,0,7,61.96563483,61.96668483,0,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,
280,0x1d82886f997d0b124dfab342558bc463299c8a6b,1,0,24941.28,174588.93,0,7,1,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
281,0x1d8a1c911a7d7a9ca127b1b71ba906a1e01b6b4d,1,0,0,5465.45,1,1,0,1,1,1,1,1,0.99895,0.99895,0.99895,0,0,0,2,0.99895,1,0,0.00105,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
282,0x1de23f02e185fdc4f6bacc98d6c6419370e38538,1,0,60.26,1807.93,0,30,1,28,0,0.031,76,6.03313,0,0,0,0,0,0,31,0,180.9939065,0,180.9939065,,,,,,,,,,,,,,,,,,,,,,,,,
283,0x1dea82c5628ae89572a153a556312832ee33fda9,1,0,30472.9,182837.38,0,6,1,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
284,0x1e071281416b20ac2cd50d2e8093b43f8526940a,1,9397.79,8.46,28878.6,3,81,0,32,3,0,14,0.574405,15.5,15.5,15.5,0,0,0,84,46.5,46.52680886,0,0.026808863,,,,,,,,,,,,,,,,,,,,,,,,,
285,0x1e1041d4e5e03d90e6350f8a239d8c0e9770f036,1,0,836.72,191025.85,1,3,0,3,1,0.194,2.120839,1.004946,3.01,3.01,3.01,0,0,0,4,3.01,3.014839,0,0.004839,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
286,0x1e12436889e2459202437077549e35b56f1299cb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
287,0x1e21312d1e05a13a7d4af51fff776b93d5324111,1,16867.04,319.45,52837.3,3,7,0,7,2,0.001395,0.99,0.565158,0.001,1,0.337653,0,0,0,10,1.01296,3.95610575,0,2.94314575,2,112.37,0,0,0,2,0,2,0,0,0,0,13.37,99,56.185,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
288,0x1e3c07ce10973fcaebc81468af1d3f390d2a4c71,1,3.53,11.22,1904.35,15,165,0,73,15,0.0001,5,1.18284,5.652031,100,13.110135,0,0,0,180,196.6520307,195.1686247,0,-1.483406,1,1.00E-12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,www.pnztrust.com
289,0x1e442d0461bd7a52fadb9920f6ed5bb3cd8ff75d,1,0,352.7,8112.18,0,23,0,20,0,0.5,4.49,1.10693,0,0,0,0,0,0,23,0,25.4593893,0,25.4593893,4,100.337,0,0,0,4,0,4,0,0,0,0,0,99,25.08425,0,0,0,0,0,0,0,4, ,GSENetwork
290,0x1e67f055367bcbce045e1211f09355eb7411236f,1,0,54.55,37591.93,1,3,0,3,1,0.2,2,1.06,3.17979,3.17979,3.17979,0,0,0,4,3.17979,3.18,0,0.00021,2,63.6,0,0,0,2,0,2,0,0,0,0,0,63.6,31.8,0,0,0,0,0,0,0,2, ,VIU
291,0x1e711a766cd4ec07c590eef54a112190b4826b4e,1,549.32,4302.25,88334.5,12,19,0,12,12,0.01,0.4,0.136606,0.022192,0.882,0.235975,0,0,0,31,2.83170313,2.59551769,0,-0.23618544,1,100,0,0,0,1,0,1,0,0,0,0,100,100,100,0,0,0,0,0,0,0,1, ,blockwell.ai KYC Casper Token
292,0x1e75f03ff928bca6c1692179679afc0223d7824f,1,0,0,28095.67,1,1,0,1,1,13,13,13,12.99,12.99,12.99,0,0,0,2,12.99,13,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,
293,0x1e765c2fd0c3bb80d780f2b0e730b6cc3834bdfc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
294,0x1e80dad60d19fb8159af3f440a8ceaa0e5581847,1,14575.61,81.28,309420.08,21,41,0,35,20,0.007,257.675164,14.850349,0,607.5,28.992613,0,0,0,62,608.8448759,608.8643104,0,0.019434507,46,542184.4451,535265.6217,0,7,25,0,26,0,0,0,0,0,296935.582,17489.82081,0,296935.582,35684.37478,0,0,0,14,25,OmiseGO,Dao.Casino
295,0x1e857859deb11afd0ca7b760f21a3d8ddb03dbdf,1,13655.84,1362.96,94122.8,3,39,0,35,1,0.004337,10,0.963659,5,10.365175,6.788392,0,0,0,42,20.36517514,37.58271044,0,17.2175353,5,112.37,0,0,0,4,0,5,0,0,0,0,0,99,22.474,0,0,0,0,0,0,0,5, ,ERC20
296,0x1e89039e26c0b7f0e922011dbf3e16a230255cd8,1,0,94.19,11807.72,1,3,0,3,1,0.5,10,3.67,11.009475,11.009475,11.009475,0,0,0,4,11.009475,11.01,0,0.000525,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
297,0x1ec6ecc934ec1ad85bb4b579cfc53807da435a4d,1,294.77,0,884.32,3,1,0,1,1,1.659665,1.659665,1.659665,0.007082,1.64,0.552361,0,0,0,4,1.65708242,1.65966542,0,0.002583,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
298,0x1ee6b25a0e3f855a10916766df3a056e924e5dce,1,2960.78,551.15,389632.28,102,159,1,145,76,0.000926,10.03,0.156006,0,31.3,0.557883,0,0,0,262,56.9040457,24.80488701,0,-32.09915869,498,8224365.159,6068738.885,0,15,153,0,213,0,0,0,0,0,950000,18734.31699,0,1350000,102859.9811,0,0,0,56,211,blockwell.ai KYC Casper Token,Helbiz
299,0x1efd1b1ee8174b5421786ef0127ea45076307d8d,1,0,237.04,19235.95,1,14,0,12,1,0.05,5,1.84389,25.813593,25.813593,25.813593,0,0,0,15,25.81359262,25.81445362,0,0.000861,2,13.37,0,0,0,2,0,2,0,0,0,0,0,13.37,6.685,0,0,0,0,0,0,0,2, ,GSENetwork
300,0x1f319dd5015b1068f102912f970d63b9947e4cb0,1,1299.78,240.53,4861.48,3,4,0,4,3,0.0088,3.8,0.978815,0.000229,3.902121,1.304604,0,0,0,7,3.9138123,3.9152613,0,0.001449,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
301,0x1f6f1723d0db4e9783b7171392b6fa9ae1062fd9,1,6354.14,1029.29,248223.48,24,93,0,74,3,0,5,0.78055,0,20.794147,3.085582,0,0,0,117,74.05397228,72.59112288,0,-1.462849404,21,108.5777057,98.50000003,0,1,8,0,5,0,0,0,0,0,98.5,5.714616,0,98.5,49.25,0,0,0,2,5,VeChain,Tronix
302,0x2056d2e97cc9ad78cf527b382495a8b9704ce011,1,2652.37,20542.83,152433.02,11,6,0,3,10,0.025734,0.5,0.180373,0.004947,0.2,0.097889,0,0,0,17,1.076784452,1.08224072,0,0.005456268,2,19888,0,0,0,2,0,2,0,0,0,0,0,19888,9944,0,0,0,0,0,0,0,2, ,Yooba token
303,0x205906790a597972f97fccda132d89ee63f15c10,1,0,0,47.22,1,1,0,1,1,0.28,0.28,0.28,0.271667,0.271667,0.271667,0,0,0,2,0.2716667,0.28,0,0.0083333,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
304,0x2092b75719ec6f1dfe3f0d8c73239ad0297522be,1,0,779.08,3949.47,1,4,0,3,1,0.010018,0.855755,0.473175,1.89,1.89,1.89,0,0,0,5,1.89,1.892701946,0,0.002701946,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
305,0x215e7e7edefda37eb39df17b8b91da9a60d85530,1,0,86.62,346.47,0,4,0,3,0,0.567,5,2.35775,0,0,0,0,0,0,4,0,9.431,0,9.431,4,100.337,0,0,0,4,0,4,0,0,0,0,0,99,25.08425,0,0,0,0,0,0,0,4, ,GSENetwork
306,0x21693c903aad555ae5188f7813108c61722b94a8,1,31.58,0,94.73,3,1,0,1,3,11,11,11,1,5,3.666184,0,0,0,4,10.998551,11,0,0.001449,,,,,,,,,,,,,,,,,,,,,,,,,
307,0x216dc48f74bacc2a1ae7c064fd22cb542a70088e,1,449.85,252.12,3959.73,6,5,0,5,5,0.314471,1.99,0.839179,0.00311,3.370869,0.698833,0,0,0,11,4.19299807,4.19589607,0,0.002898,,,,,,,,,,,,,,,,,,,,,,,,,
308,0x21918461c6aeca5eaec825b4746d64a0d4028df6,1,9687.6,53.36,51479.77,5,57,0,55,4,0.1,17,2.436537,13.08,35.8,27.776,0,0,0,62,138.88,138.882617,0,0.00261698,4,785.0377449,0,0,0,4,0,4,0,0,0,0,0,768.653004,196.259436,0,0,0,0,0,0,0,4, ,XENON
309,0x21cb3b2f1145d96fe2d1228f027b3ba5edc6fa79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
310,0x21d4e8fc08cad9a269e66b5f81201a8edc16c231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
311,0x21e951767e23b428e8ff023dce7e6c6923dfcdeb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
312,0x2202bce02f8a5944c1fdf2bd20fcf607f30389ab,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
313,0x2223d0e991e67830f9184171e2f5a44c1f0dee09,1,0,72.93,125972.95,1,33,0,31,1,0.001019,8.462422,1.06348,35.092884,35.092884,35.092884,0,0,0,34,35.09288382,35.09483682,0,0.001953,2,2.10E-11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, ,An Etheal Promo
314,0x22374a2e9e19bcea56e64f9de3329670cd1a458c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
315,0x2246d2b56c283ea88fedca9c1f81bfa411bf2d9c,1,0,0,91337.77,1,1,0,1,1,0.5,0.5,0.5,0.499139,0.499139,0.499139,0,0,0,2,0.499139,0.5,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
316,0x224b9f4666472682f3e805f4dc1e0fc39b7b96fb,1,3263.49,743.39,28791.53,7,8,0,6,5,0.05,3.502538,1.097669,0.108725,4.497821,1.253162,0,0,0,15,8.77213341,8.78135241,0,0.009219,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
317,0x2268751eafc860781074d25f4bd10ded480310b9,1,5301.21,63.27,285646.08,53,74,0,63,50,0.002387,880,15.558149,0,1150.8,21.721885,0,0,0,127,1151.25988,1151.303026,0,0.043146035,149,568470.4338,553108.9758,0,8,76,0,52,0,0,0,0,0,367381.5336,4858.721656,0,408105.4846,17284.65549,0,0,0,30,52,TenXPay,OmiseGO
318,0x2271a88623266069352196363c1e54f61c5141e1,1,0,73.97,779.07,1,3,0,3,1,0.59,1.014774,0.868258,2.604354,2.604354,2.604354,0,0,0,4,2.60435396,2.60477396,0,0.00042,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
